[0.000000] (-) TimerEvent: {}
[0.000371] (fireye_world) JobQueued: {'identifier': 'fireye_world', 'dependencies': OrderedDict()}
[0.092072] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/environment/ament_prefix_path.sh\n'}
[0.092106] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/environment/ament_prefix_path.dsv\n'}
[0.092139] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/environment/path.sh\n'}
[0.092173] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/environment/path.dsv\n'}
[0.092208] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/local_setup.bash\n'}
[0.092242] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/local_setup.sh\n'}
[0.092276] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/local_setup.zsh\n'}
[0.092322] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/local_setup.dsv\n'}
[0.092360] (fireye_world) StdoutLine: {'line': b'-- Installing: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/package.dsv\n'}
[0.092395] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/ament_index/resource_index/packages/fireye_world\n'}
[0.092433] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/cmake/ament_cmake_export_include_directories-extras.cmake\n'}
[0.092469] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/cmake/ament_cmake_export_dependencies-extras.cmake\n'}
[0.092517] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/cmake/fireye_worldConfig.cmake\n'}
[0.092553] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/cmake/fireye_worldConfig-version.cmake\n'}
[0.092588] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world/package.xml\n'}
[0.092622] (fireye_world) CommandEnded: {'returncode': 0}
[0.099740] (-) TimerEvent: {}
[0.101704] (fireye_world) JobEnded: {'identifier': 'fireye_world', 'rc': 0}
[0.102353] (-) EventReactorShutdown: {}
